frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved
"51","Jun 14, 2020 10:27:46.190409000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df80376d11313905904a180347cd3e587aa747e82de4f0d944c64e0cc5a9cf09581a22571e4cad9fa4d91832ddd7cdc17693","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"52","Jun 14, 2020 10:27:46.586893000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df8047cfc34ea0a84d8828f3484d948a2b50303a7493a4889006ffae411729be86f0b6ed3cbbb8089e0691d98e9ddb53a6cbcd95ba6db75d77511d476348b988f82fcafff10f5b53852273a24f586a2157af79af48817c05ec041ccd617a22be01f1","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"53","Jun 14, 2020 10:27:46.600332000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df80970ae94e6c38081ff52a0f4a3237c67c47e82de4f0d944c64e0cc5a9cf09581a6ec9b35b6c9d47062d9e55edc631c197","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"54","Jun 14, 2020 10:27:47.005989000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5df808099f30d308f60965561f0419179ac52e3fafc8f5abaada60b30ee7a1337a1a12a6801db9231a6621d087d74c5b4674318f79a39cf5b16430161277d65f4ee5b4079566c8ce8f74f39529dba72dc18bc","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"55","Jun 14, 2020 10:27:47.098040000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5df807d07441cd4540b180be26093040e6e8d1fbdea08b7c3a84ee31d4bbb5d4a05779f79dc4022f9e47f403095e486853e04","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"56","Jun 14, 2020 10:27:47.188978000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df802f0c059988430413a2c50eb650802c0c303a7493a4889006ffae411729be86f0f7f081609d99308d42c45f607fadf31bdd5e25d68cd9d32349eaddb128f6e5780eb551146d70f225fe096d1bb7ed637b3e55301e68b43965cb52133a4ca55c34","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"57","Jun 14, 2020 10:27:47.214569000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df81205513a47a8f8f4d75fa72ecd0b7636c47e82de4f0d944c64e0cc5a9cf09581af549c6c49b4d3c78435177de886374b6","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"58","Jun 14, 2020 10:27:47.700924000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df81a24db6f4ccd4ad40603c4bbf36ca3ca5303a7493a4889006ffae411729be86f0e7d301e06a6612604fb601b97595b8e43de2728aa308dc31f583e8b0d5fd721f0ecde9560ef81b0b8ab866ab32a140b3ad53dc976ed8a9602bdd786b6b2d70cd","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"59","Jun 14, 2020 10:27:47.727025000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df8158d16b5af4070ad7a184cec91facc89b47e82de4f0d944c64e0cc5a9cf09581ab10b1076b8a9a2c12300bd874e403094","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"60","Jun 14, 2020 10:27:48.186063000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5df826feea8ae24183990445909bb532d571fe3fafc8f5abaada60b30ee7a1337a1a12a6801db9231a6621d087d74c5b46743087ea8d0747b74b101046c9659e9cbca96c755b367059d9cb60452e5e2dc6e87","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
